Form ID,Lobbyist/Registrant,Organization/Firm,Employer,Reporting Period,Lobbyist Compensation,Staff Expenses,Office Expenses,Research Expenses,Communications,Witness Fees or Expenses,Other Operating Expenses,Sponsored Event Expenses,Tickets to Events Expenses,Meal & Bev at Meetings,Meal & Bev for Speaking,Meal & Bev for Officials,Gift expenses,Total Expenses
A004641,"Jones, Laura","The Dignity Mandate, Inc.","Dignity Mandate, The",11/01/19-04/30/20,$0.00,$889.06,$0.00,$0.00,$20.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$909.06
A004930,"Jones, Lisa",Harris Jones & Malone,Secure-Democracy,12/05/19-04/30/20,"$36,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$36,000.00"
A005177,"Jones, Lisa",Harris Jones & Malone,"Mexichem Fluor, Inc.",12/27/19-04/30/20,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
A005253,"Jones, Lisa",Harris Jones & Malone,"Reynolds and Reynolds, Inc.",12/27/19-04/30/20,"$5,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,000.00"
A005254,"Jones, Lisa",Harris Jones & Malone,"Reynolds and Reynolds, Inc.",05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A002620,"Jones, Lisa",Harris Jones & Malone,Associated Builders & Contractors,05/01/20-10/31/20,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
A002631,"Jones, Lisa",Harris Jones & Malone,Baltimore Gas and Electric Company,11/01/19-04/30/20,"$70,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$70,000.00"
A002632,"Jones, Lisa",Harris Jones & Malone,Baltimore Gas and Electric Company,05/01/20-10/31/20,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
A002638,"Jones, Lisa",Harris Jones & Malone,Baltimore Industrial Group,05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A002651,"Jones, Lisa",Harris Jones & Malone,"Benevis, LLC",11/01/19-04/30/20,"$23,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$23,000.00"
A002652,"Jones, Lisa",Harris Jones & Malone,"Benevis, LLC",05/01/20-10/31/20,"$1,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,500.00"
A002677,"Jones, Lisa",Harris Jones & Malone,"Cold Press, LLC",11/01/19-04/30/20,"$23,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$23,500.00"
A002682,"Jones, Lisa",Harris Jones & Malone,"Columbia Care, LLC",05/01/20-07/08/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A002715,"Jones, Lisa",Harris Jones & Malone,Harford County Government,11/01/19-04/30/20,"$15,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,000.00"
A002738,"Jones, Lisa",Harris Jones & Malone,"Harris Jones & Malone, LLC",05/01/20-10/31/20,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00"
A002751,"Jones, Lisa",Harris Jones & Malone,House of Ruth Maryland,11/01/19-04/30/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A002984,"Jones, Lisa",Harris Jones & Malone,Verizon Communications,05/01/20-10/31/20,"$3,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,000.00"
A002988,"Jones, Lisa",Harris Jones & Malone,Mariner Finance,05/01/20-10/31/20,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
A003000,"Jones, Lisa",Harris Jones & Malone,Norfolk Southern Corporation,05/01/20-10/31/20,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
A003006,"Jones, Lisa",Harris Jones & Malone,"Maryland Minority Contractors Association, Inc.",05/01/20-10/31/20,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
A003013,"Jones, Lisa",Harris Jones & Malone,Maryland Multi-Housing Association,11/01/19-04/30/20,"$49,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$49,000.00"
A003016,"Jones, Lisa",Harris Jones & Malone,Maryland Psychiatric Society,05/01/20-10/31/20,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00"
A003040,"Jones, Lisa",Harris Jones & Malone,McDonald's Corporation,05/01/20-10/31/20,"$4,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,000.00"
A012847,"Jones, Lisa",Harris Jones & Malone,KPMG LLP,01/15/21-04/30/21,"$35,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$35,000.00"
A012871,"Jones, Lisa",Harris Jones & Malone,Eastman Chemical Company,01/18/21-04/30/21,"$30,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$30,000.00"
A005695,"Jones, Gary","Baxter, Baker, Sidle, Conn & Jones, P.A",Atlantic Recycling Group,05/01/20-10/31/20,"$5,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,000.00"
A005701,"Jones, Gary","Baxter, Baker, Sidle, Conn & Jones, P.A",Maryland Radiological Society,05/01/20-10/31/20,"$13,750.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$13,750.00"
A005943,"Jones, Gary","Baxter, Baker, Sidle, Conn & Jones, P.A",Heartland Dental,01/24/20-04/30/20,"$50,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$50,000.00"
A008955,"Jones, Gary","Baxter, Baker, Sidle, Conn & Jones, P.A",Maryland Radiological Society,11/01/20-04/30/21,"$27,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$27,500.00"
A009387,"Jones, Lisa",Harris Jones & Malone,Washington Psychiatric Society,11/01/20-04/30/21,"$13,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$13,000.00"
A009401,"Jones, Lisa",Harris Jones & Malone,Maryland Land Title Association,11/01/20-04/30/21,"$16,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$16,000.00"
A009409,"Jones, Lisa",Harris Jones & Malone,"Rapid Financial Services, LLC",11/01/20-04/30/21,"$10,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,000.00"
A009413,"Jones, Lisa",Harris Jones & Malone,Community Associations Institute/Maryland Legislative Action Committee,11/01/20-04/30/21,"$27,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$27,500.00"
A009419,"Jones, Lisa",Harris Jones & Malone,"Joseph Smith & Sons, Inc.",11/01/20-04/30/21,"$30,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$30,000.00"
A009439,"Jones, Lisa",Harris Jones & Malone,Vertex Pharmaceuticals Incorporated,11/01/20-04/30/21,"$30,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$30,000.00"
A009457,"Jones, Lisa",Harris Jones & Malone,Maryland Dental Hygienists' Association,11/01/20-04/30/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A009471,"Jones, Lisa",Harris Jones & Malone,Visit Baltimore,11/01/20-04/30/21,"$40,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$40,500.00"
A006720,"Jones, Lisa",Harris Jones & Malone,Real Diagnostics,05/01/20-07/03/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A006721,"Jones, Lisa",Harris Jones & Malone,"Micro Electronics, Inc.",03/25/20-04/30/20,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
A006117,"Jones, Lisa",Harris Jones & Malone,ABC of Greater Baltimore,02/03/20-04/30/20,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00"
A006352,"Jones, Lisa",Harris Jones & Malone,DeVry University,05/01/20-07/08/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A009458,"Jones, Lisa",Harris Jones & Malone,Maryland Dental Hygienists' Association,05/01/21-10/31/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A009456,"Jones, Lisa",Harris Jones & Malone,House of Ruth Maryland,05/01/21-10/31/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A009454,"Jones, Lisa",Harris Jones & Malone,McDonald's Corporation,05/01/21-10/31/21,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
A012866,"Jones, Lisa",Harris Jones & Malone,Ancestry.com LLC,05/01/21-10/31/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A012878,"Jones, Lisa",Harris Jones & Malone,23andMe,05/01/21-10/31/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A013794,"Jones, Lisa",Harris Jones & Malone,"Ensono, LP on behalf of National Strategies, LLC",07/16/21-10/31/21,"$12,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,000.00"
A009464,"Jones, Lisa",Harris Jones & Malone,"Maryland DC Vending Association, Inc.",05/01/21-10/31/21,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00"
A009468,"Jones, Lisa",Harris Jones & Malone,"Gordian Group, The",05/01/21-10/31/21,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
A009444,"Jones, Lisa",Harris Jones & Malone,Mariner Finance,05/01/21-10/31/21,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
A009422,"Jones, Lisa",Harris Jones & Malone,"Maryland Minority Contractors Association, Inc.",05/01/21-10/31/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A009402,"Jones, Lisa",Harris Jones & Malone,Maryland Land Title Association,05/01/21-10/31/21,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
A009416,"Jones, Lisa",Harris Jones & Malone,"Juul Labs, Inc.",05/01/21-10/31/21,"$5,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,000.00"
A004642,"Jones, Laura","The Dignity Mandate, Inc.","Dignity Mandate, The",05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A005228,"Jones, Lisa",Harris Jones & Malone,"Arkema, Inc.",05/01/20-10/31/20,"$3,600.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,600.00"
A005229,"Jones, Lisa",Harris Jones & Malone,Dow/DuPont,12/27/19-04/30/20,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
A005230,"Jones, Lisa",Harris Jones & Malone,Dow/DuPont,05/01/20-10/31/20,"$3,600.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,600.00"
A002519,"Jones, Lisa",Harris Jones & Malone,"HopSkipDrive, Inc.",05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A002616,"Jones, Lisa",Harris Jones & Malone,"American Sugar Refining, Inc.",05/01/20-10/31/20,"$1,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,500.00"
A002666,"Jones, Lisa",Harris Jones & Malone,Chesapeake Employers' Insurance Company,05/01/20-10/31/20,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
A002681,"Jones, Lisa",Harris Jones & Malone,"Columbia Care, LLC",11/01/19-04/30/20,"$7,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,500.00"
A002691,"Jones, Lisa",Harris Jones & Malone,"Family Tree, The",11/01/19-04/30/20,"$8,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,000.00"
A002712,"Jones, Lisa",Harris Jones & Malone,Greater Baltimore Committee,05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A002714,"Jones, Lisa",Harris Jones & Malone,"Gordian Group, The",05/01/20-10/31/20,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
A002716,"Jones, Lisa",Harris Jones & Malone,Harford County Government,05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A002724,"Jones, Lisa",Harris Jones & Malone,"Genentech, Inc., a Member of the Roche Group",05/01/20-10/31/20,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00"
A002750,"Jones, Lisa",Harris Jones & Malone,"HMR of Maryland, LLC",05/01/20-10/31/20,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00"
A002752,"Jones, Lisa",Harris Jones & Malone,House of Ruth Maryland,05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A002990,"Jones, Lisa",Harris Jones & Malone,"Maryland DC Vending Association, Inc.",05/01/20-10/31/20,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
A002999,"Jones, Lisa",Harris Jones & Malone,Norfolk Southern Corporation,11/01/19-04/30/20,"$30,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$30,000.00"
A003008,"Jones, Lisa",Harris Jones & Malone,Maryland Automobile Insurance Fund,05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A003014,"Jones, Lisa",Harris Jones & Malone,Maryland Multi-Housing Association,05/01/20-10/31/20,"$2,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,500.00"
A003039,"Jones, Lisa",Harris Jones & Malone,McDonald's Corporation,11/01/19-04/30/20,"$20,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,000.00"
A003041,"Jones, Lisa",Harris Jones & Malone,War Horse,11/01/19-04/30/20,"$35,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$35,000.00"
A013332,"Jones, Chad","Cisco Systems, Inc.","Cisco Systems, Inc.",02/22/21-04/30/21,$700.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$700.00
A013436,"Jones, Lisa",Harris Jones & Malone,"HopSkipDrive, Inc.",03/09/21-04/30/21,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
A012295,"Jones, Hannah",Pica & Associates,Royal Farms,12/29/20-04/13/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A012865,"Jones, Lisa",Harris Jones & Malone,Ancestry.com LLC,01/20/21-04/30/21,"$8,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,000.00"
A006118,"Jones, Lisa",Harris Jones & Malone,ABC of Greater Baltimore,05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A006448,"Jones, Lisa",Harris Jones & Malone,Community Associations Institute/Maryland Legislative Action Committee,02/24/20-04/30/20,"$27,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$27,500.00"
A006485,"Jones, Lisa",Harris Jones & Malone,"Smithfield Foods, Inc.",05/01/20-10/31/20,"$10,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,000.00"
A006956,"Jones, Lisa",Harris Jones & Malone,"United Way of Central Maryland, Inc.",07/17/20-10/31/20,"$11,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$11,000.00"
A008959,"Jones, Gary","Baxter, Baker, Sidle, Conn & Jones, P.A",Quality Imaging Access Coalition of Maryland,11/01/20-04/30/21,"$87,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$87,500.00"
A005571,"Jones, Ricarra",1199seiu,1199 SEIU,01/08/20-04/17/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A005698,"Jones, Gary","Baxter, Baker, Sidle, Conn & Jones, P.A",Association of Dental Support Organizations,01/14/20-04/30/20,"$90,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$90,000.00"
A005699,"Jones, Gary","Baxter, Baker, Sidle, Conn & Jones, P.A",Association of Dental Support Organizations,05/01/20-10/31/20,"$45,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$45,000.00"
A005708,"Jones, Gary","Baxter, Baker, Sidle, Conn & Jones, P.A",Lexington Park Investors,01/14/20-04/30/20,"$10,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,000.00"
A009381,"Jones, Lisa",Harris Jones & Malone,"Genentech, Inc., a Member of the Roche Group",11/01/20-04/30/21,"$44,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$44,000.00"
A009389,"Jones, Lisa",Harris Jones & Malone,Verizon Communications,11/01/20-04/30/21,"$96,100.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$96,100.00"
A009417,"Jones, Lisa",Harris Jones & Malone,"Home Depot, Inc., The",11/01/20-04/30/21,"$24,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$24,000.00"
A009435,"Jones, Lisa",Harris Jones & Malone,"Benevis, LLC",11/01/20-04/30/21,"$23,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$23,000.00"
A009437,"Jones, Lisa",Harris Jones & Malone,"Family Tree, The",11/01/20-04/30/21,"$8,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,000.00"
A009445,"Jones, Lisa",Harris Jones & Malone,RELX Group,11/01/20-04/30/21,"$25,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$25,000.00"
A009449,"Jones, Lisa",Harris Jones & Malone,"HMR of Maryland, LLC",11/01/20-04/30/21,"$22,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$22,000.00"
A009461,"Jones, Lisa",Harris Jones & Malone,Beltway Fine Wine,11/01/20-04/30/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A009465,"Jones, Lisa",Harris Jones & Malone,"Walmart Stores, Inc.",11/01/20-04/30/21,"$25,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$25,000.00"
A011861,"Jones, Lisa",Harris Jones & Malone,"Wheelabrator Technologies, Inc.",05/01/21-10/31/21,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
A009382,"Jones, Lisa",Harris Jones & Malone,"Genentech, Inc., a Member of the Roche Group",05/01/21-10/31/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A009424,"Jones, Lisa",Harris Jones & Malone,Maryland Multi-Housing Association,05/01/21-10/31/21,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00"
A009392,"Jones, Lisa",Harris Jones & Malone,"Harris Jones & Malone, LLC",05/01/21-10/31/21,$450.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$31,677.78",$0.00,$0.00,$0.00,$0.00,$0.00,"$32,127.78"
A012848,"Jones, Lisa",Harris Jones & Malone,KPMG LLP,05/01/21-10/31/21,$500.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$500.00
A009448,"Jones, Lisa",Harris Jones & Malone,Maryland Automobile Insurance Fund,05/01/21-10/31/21,$500.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$500.00
A009414,"Jones, Lisa",Harris Jones & Malone,Community Associations Institute/Maryland Legislative Action Committee,05/01/21-10/31/21,"$3,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,000.00"
A009440,"Jones, Lisa",Harris Jones & Malone,Vertex Pharmaceuticals Incorporated,05/01/21-10/31/21,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
A009432,"Jones, Lisa",Harris Jones & Malone,Baltimore Gas and Electric Company,05/01/21-10/31/21,"$4,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,000.00"
A009460,"Jones, Lisa",Harris Jones & Malone,Johns Hopkins,05/01/21-10/31/21,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00"
A009446,"Jones, Lisa",Harris Jones & Malone,RELX Group,05/01/21-10/31/21,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00"
A009470,"Jones, Lisa",Harris Jones & Malone,Norfolk Southern Corporation,05/01/21-10/31/21,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
A008957,"Jones, Gary","Baxter, Baker, Sidle, Conn & Jones, P.A",Maryland Hospital Association,11/01/20-04/01/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
